word,num,Geschlecht
Jan-Philipp,237,männl.
Theresa,237,weibl.
Margarita,236,männl.
Zbigniew,236,männl.
Raffaele,236,männl.
Karl-Wilhelm,236,männl.
Javier,236,männl.
Filip,236,männl.
Cindy,236,weibl.
Francisco,235,männl.
Caspar,235,männl.
Ewa,234,männl.
Felix-Ernst,234,männl.
Klaus-Michael,234,männl.
Ken,233,männl.
Beat,233,männl.
Hans Hermann,233,männl.
Jasper,232,männl.
Karl-Heinrich,232,männl.
Cevdet,232,männl.
Hilde,232,weibl.
Wolfgang Heinrich,232,männl.
Christian Peter,231,männl.
Gabi,231,weibl.
Leonardo,231,männl.
Jörg Michael,231,männl.
Kolja,230,männl.
Evangelos,230,männl.
Emre,230,männl.
Ersin,230,männl.
Friedbert,229,männl.
Knud,228,männl.
Monica,228,weibl.
Heinz Jürgen,228,männl.
Omar,228,männl.
Dogan,228,männl.
Dmitri,228,männl.
Ralf Peter,228,männl.
Henriette,228,weibl.
Eleonore,228,weibl.
Jan-Michael,227,männl.
Christian Alexander,227,männl.
Peter Christian,226,männl.
Eckhardt,226,männl.
Mischa,226,männl.
Jeffrey,226,männl.
Pasquale,226,männl.
Arnulf,226,männl.
Ove,226,männl.
Birol,226,männl.
Jerzy,225,männl.
Renato,225,männl.
Anne-Marie,225,weibl.
Göran,225,männl.
Cemil,225,männl.
Marta,225,männl.
Heinz Christian,225,männl.
Ying,224,männl.
Karl Friedrich,224,männl.
Rafal,224,männl.
Renè,224,männl.
Alexis,223,männl.
Hans-Rudolf,223,männl.
Swetlana,223,männl.
German,223,männl.
Volkhard,222,männl.
Klaus Michael,222,männl.
Jing,222,männl.
Karolina,221,weibl.
Yalcin,221,männl.
Dmytro,221,männl.
Meinhard,220,männl.
Tarek,220,männl.
Michael Andreas,220,männl.
Jens Uwe,219,männl.
Filiz,219,männl.
Cristina,219,männl.
Slobodan,219,männl.
Oksana,218,männl.
Abbas,218,männl.
Beata,218,männl.
Jozef,218,männl.
Niclas,218,männl.
Majid,218,männl.
Margitta,218,weibl.
Hans Heinrich,217,männl.
Korbinian,217,männl.
Suat,217,männl.
Rob,217,männl.
Erna,216,weibl.
Manja,216,weibl.
Helge-Helfried,216,männl.
Jorge,215,männl.
Eyal,215,männl.
Valeri,215,männl.
Hans-Wolfgang,215,männl.
Fabrizio,215,männl.
Anastasios,215,männl.
Nermin,215,männl.
Bekir,215,männl.
Aleksandra,214,männl.
Antoine,214,männl.
Diethard,214,männl.
Muzaffer,214,männl.
Turgay,214,männl.
Justin,213,männl.
Frank Peter,213,männl.
Julien,213,männl.
Georgi,213,männl.
Ilker,213,männl.
Freddy,213,männl.
Finn,213,männl.
Hiltrud,212,weibl.
Mauro,212,männl.
Guiseppe,212,männl.
Frank-Peter,212,männl.
Albin,212,männl.
Cornelis,212,männl.
Nadia,212,männl.
Rolf Dieter,211,männl.
Xin,211,männl.
Peter-Michael,211,männl.
Jian,210,männl.
Danijel,210,männl.
Johann Peter,210,männl.
Raoul,210,männl.
Abraham,209,männl.
Ertan,209,männl.
Ulla,209,weibl.
Zsolt,209,männl.
Gundula,209,weibl.
Muhammet,209,männl.
Celal,209,männl.
Klaus Günter,208,männl.
Jeremy,208,männl.
Aloys,208,männl.
Jobst,208,männl.
Marcello,208,männl.
Dilek,208,männl.
Silvana,208,weibl.
Ralf-Peter,207,männl.
Dusan,206,männl.
Karl-Ludwig,206,männl.
Lambert,206,männl.
Zeynep,206,männl.
Daniel Christopher,205,männl.
Diethelm,205,männl.
Farid,205,männl.
Yunus,205,männl.
Nurettin,205,männl.
Yakup,205,männl.
Marie,204,weibl.
Jiri,204,männl.
Anatoli,204,männl.
Frithjof,203,männl.
Hans-Friedrich,203,männl.
Gitta,203,weibl.
Karl Heinrich,203,männl.
Okan,203,männl.
Karl-Hermann,203,männl.
Enes,203,männl.
Erwin A,203,männl.
Arend,202,männl.
Annelie,202,weibl.
Khalid,202,männl.
Hans Wilhelm,202,männl.
Maria Elisabeth,202,männl.
Michael Thomas,201,männl.
Scott,201,männl.
Muharrem,201,männl.
Louis,201,männl.
Sergei,200,männl.
Rom,200,männl.
Michelle,200,männl.
Johann Wilhelm,200,männl.
Dursun,200,männl.
Hajo,200,männl.
Robby,200,männl.
Takashi,199,männl.
Wilma,199,weibl.
Randolf,199,männl.
Marijan,199,männl.
Thekla,199,weibl.
Olena,199,männl.
Davide,199,männl.
Neil,199,männl.
Sadik,199,männl.
Yi,198,männl.
Ditmar,198,männl.
Farhad,198,männl.
Horst Dieter,198,männl.
Hans Walter,197,männl.
Bart,197,männl.
Janusz,197,männl.
Stefan L,197,männl.
Ann-Kathrin,197,männl.
Artem,197,männl.
Aleksander,196,männl.
Josefine,196,weibl.
Gianluca,196,männl.
Jens-Christian,196,männl.
Claus Peter,196,männl.
Birgitta,195,weibl.
Catherine,195,männl.
Herman,195,männl.
Bayram,195,männl.
Lei,195,männl.
Marc Alexander,194,männl.
Jeannine,194,weibl.
Lior,194,männl.
Jörg Peter,194,männl.
Yu,194,männl.
Branko,194,männl.
Mladen,193,männl.
Hans-Christoph,193,männl.
Francis,193,männl.
Jason,192,männl.
László,192,männl.
Jean-Marc,192,männl.
Ralf Michael,192,männl.
Luis,192,männl.
Teresa,191,männl.
Ergün,191,männl.
Reto,191,männl.
Immo,191,männl.
Janis,190,männl.
Arnim,190,männl.
Csaba,190,männl.
Nino,190,männl.
Hanns,189,männl.
Carmelo,189,männl.
Jürg,189,männl.
Hong,189,männl.
Patrizia,189,weibl.
Helmar,188,männl.
Ferenc,188,männl.
Hans-Uwe,188,männl.
Luc,188,männl.
Irena,187,weibl.
Babette,187,weibl.
Gilles,187,männl.
Jens Christian,186,männl.
Jaqueline,186,weibl.
Muhammed,186,männl.
Emin,186,männl.
Catharina,186,weibl.
Olivia,186,weibl.
Bo,186,männl.
Jaroslav,185,männl.
Jean-Paul,185,männl.
Ralf-Dieter,185,männl.
Annerose,185,weibl.
Nicolaus,185,männl.
Elvis,185,männl.
Hans Michael,185,männl.
Hellmut,184,männl.
Marija,184,männl.
Herta,184,weibl.
Diego,183,männl.
Sofia,183,männl.
Rachid,183,männl.
Cristian,183,männl.
Norbert Maria,182,männl.
Bartosz,182,männl.
Henrike,182,männl.
Michael Alexander,182,männl.
Yang,182,männl.
Peter Gerhard,182,männl.
Jelena,181,männl.
Veli,181,männl.
Kay-Uwe,181,männl.
Aaron,181,männl.
Derya,181,männl.
Konstanze,180,weibl.
Margarethe,180,weibl.
Timothy,180,männl.
Lorenzo,180,männl.
Ilyas,180,männl.
Titus,180,männl.
Klara,180,weibl.
Bertold,179,männl.
Arnaud,179,männl.
Mohsen,179,männl.
Zoltán,179,männl.
Thomas Josef,179,männl.
Lin,178,männl.
Arkadiusz,178,männl.
Paula,178,weibl.
Micha,178,männl.
Jie,178,männl.
Gunda,178,weibl.
Vitaly,177,männl.
Anna Elisabeth,177,männl.
Gesine,177,weibl.
Ana,177,männl.
Adriano,177,männl.
Donald,176,männl.
Michael C,176,männl.
Peter Alexander,176,männl.
Umut,176,männl.
Tassilo,175,männl.
Jan Christoph,175,männl.
Meinrad,175,männl.
Didier,175,männl.
Jean-Francois,175,männl.
Kirill,175,männl.
Calogero,174,männl.
Kuno,174,männl.
Yücel,174,männl.
Mattias,174,männl.
Heinz-Gerd,174,männl.
Sophia,174,weibl.
Sylvio,174,männl.
Milena,173,männl.
Bernd F,173,männl.
Hans-Herbert,172,männl.
Nuri,172,männl.
Wim,172,männl.
Lina,172,weibl.
Akin,172,männl.
Oguz,172,männl.
Iryna,172,männl.
Oguzhan,171,männl.
Besim,171,männl.
Leyla,171,männl.
Bernd Michael,171,männl.
Hans-Helmut,171,männl.
Alexandr,171,männl.
Karel,170,männl.
Marika,170,weibl.
Kati,170,weibl.
Amrei,170,weibl.
Shaun,170,männl.
Alon,170,männl.
Frank Thomas,170,männl.
Urban,170,männl.
Jérôme,170,männl.
Angelina,169,weibl.
Guillaume,169,männl.
Michael John,169,männl.
Reimer,169,männl.
Michael Josef,169,männl.
Hossein,169,männl.
Savas,168,männl.
Cüneyt,168,männl.
Volodymyr,168,männl.
Cathleen,168,weibl.
Andres,167,männl.
Søren,167,männl.
Selma,167,weibl.
Christian Michael,166,männl.
Jean-Philippe,166,männl.
Karl Peter,166,männl.
Nataliya,166,männl.
Emilio,166,männl.
Ringo,166,männl.
Kazim,165,männl.
Jean-Luc,165,männl.
Rabea,165,weibl.
Veysel,165,männl.
Necati,165,männl.
Wendelin,164,männl.
Madlen,164,weibl.
Lüder,163,männl.
Renata,163,weibl.
Bernd-Michael,163,männl.
Tao,163,männl.
Nedim,163,männl.
Yannick,163,männl.
Gerwin,163,männl.
Alper,163,männl.
Vasileios,162,männl.
Xavier,162,männl.
Pär,162,männl.
Tommy,162,männl.
Bünyamin,162,männl.
Eckhart,162,männl.
Oxana,162,männl.
Hamza,162,männl.
Sabri,162,männl.
Firat,162,männl.
Gotthard,162,männl.
Jamal,161,männl.
Conny,161,weibl.
Babak,161,männl.
Lore,161,weibl.
Gerrit Jan,161,männl.
Sibel,161,männl.
Heinz Werner,161,männl.
Senad,161,männl.
Mohammad Reza,161,männl.
Heinz-Georg,161,männl.
Christoffel,160,männl.
Mehtap,160,männl.
Oscar,160,männl.
Walburga,160,weibl.
Diane,160,weibl.
Valerie,160,weibl.
Fatmir,160,männl.
Feng,160,männl.
Ursel,160,weibl.
Myriam,159,weibl.
Kerim,159,männl.
Franz-Peter,159,männl.
Mirsad,159,männl.
Vitalij,159,männl.
Salim,159,männl.
Kaspar,158,männl.
Alena,158,weibl.
Almut,158,weibl.
Burkhardt,158,männl.
Antonios,158,männl.
Marga,158,weibl.
Abdurrahman,158,männl.
Hikmet,158,männl.
Slawomir,158,männl.
Önder,158,männl.
Thiemo,158,männl.
Efrat,158,männl.
Angel,158,männl.
Istvan,158,männl.
Erdem,158,männl.
Aldert,157,männl.
Siegrid,157,weibl.
Remo,157,männl.
Jan Michael,157,männl.
Davor,157,männl.
Selahattin,157,männl.
Magdalene,157,weibl.
Michael Johannes,156,männl.
Doron,156,männl.
Aline,156,weibl.
Heinz-Günther,156,männl.
Matteo,156,männl.
Sandor,156,männl.
Horst Peter,156,männl.
Jolanta,156,weibl.
Benny,156,männl.
Ralf Dieter,156,männl.
Frans,155,männl.
Ryszard,155,männl.
Cornel,155,männl.
Elisa,155,weibl.
Dmitrij,155,männl.
Thomas Martin,155,männl.
Alla,155,männl.
Johann Georg,155,männl.
Min,155,männl.
Anne-Kathrin,155,männl.
Saban,155,männl.
Massimiliano,155,männl.
Fridolin,155,männl.
István,155,männl.
Canan,154,männl.
Heinz Josef,154,männl.
Alfredo,154,männl.
Turan,154,männl.
Irmtraud,154,weibl.
Sinisa,154,männl.
Ira,154,weibl.
Nebil,154,männl.
Ion,154,männl.
Margareta,154,weibl.
Nikolaj,153,männl.
Therese,153,weibl.
Bertrand,153,männl.
Klaus Wilhelm,153,männl.
Emir,153,männl.
Dirk Michael,153,männl.
Jannik,153,männl.
Karl-Georg,153,männl.
Tadeusz,152,männl.
Dimitar,152,männl.
Safet,152,männl.
Serdal,152,männl.
Sebastiano,152,männl.
Matthias Alexander,151,männl.
Bruce,151,männl.
Graham,151,männl.
Joerg,151,männl.
Ozan,151,männl.
Karl-Michael,151,männl.
Alexandru,151,männl.
Almir,151,männl.
Georges,151,männl.
Tayfun,151,männl.
Remco,150,männl.
Bojan,150,männl.
Reinhart,150,männl.
Marin,150,männl.
Branislav,150,männl.
Ivana,150,männl.
Simona,150,männl.
Zlatko,150,männl.
Karl-Otto,150,männl.
Karl Heinz Michael,150,männl.
Lasse,150,männl.
Matthäus,150,männl.
Maria Anna,150,männl.
Hanns-Peter,150,männl.
Irma,149,weibl.
Franz Peter,149,männl.
Jean-Claude,149,männl.
Cedric,149,männl.
Imre,149,männl.
Jens-Michael,149,männl.
Nabil,149,männl.
Serhat,149,männl.
Kira,149,weibl.
Heidi Carola,149,männl.
Ilya,149,männl.
Thomas Christian,148,männl.
Peter Klaus,148,männl.
Jörg-Peter,148,männl.
Karl Hans,148,männl.
Alfonso,148,männl.
Wakefield,148,männl.
Elif,148,männl.
Vasile,148,männl.
Patrice,147,männl.
Ronald Justus,147,männl.
Ernst-Peter,147,männl.
Michiel,147,männl.
Sylwia,147,männl.
Hui,147,männl.
Severin,147,männl.
Karl Georg,147,männl.
Burkard,146,männl.
Jann,146,männl.
Yulia,146,männl.
Mirja,146,weibl.
Ida,146,weibl.
Thomas Alexander,146,männl.
Reimar,146,männl.
Eran,146,männl.
Ekhard,145,männl.
Hellmuth,145,männl.
Jean-Marie,145,männl.
Joel,145,männl.
Sead,144,männl.
Tristan,144,männl.
Larisa,144,männl.
Hans-Willi,144,männl.
Andreas Josef,144,männl.
Katarina,144,weibl.
Hans Martin,144,männl.
Servet,143,männl.
Adil,143,männl.
Harold,143,männl.
Semra,143,männl.
Leander,142,männl.
Karolin,142,weibl.
Ilias,142,männl.
Ulli,142,männl.
Gianfranco,142,männl.
Jan Christian,141,männl.
Przemyslaw,141,männl.
Lilia,141,weibl.
Fadi,141,männl.
Edita,141,männl.
Kay Uwe,141,männl.
Inka,141,weibl.
Knuth,141,männl.
Eileen,141,männl.
Tarkan,141,männl.
Rolf-Peter,140,männl.
Hasso,140,männl.
Klaus Martin,140,männl.
Cenk,140,männl.
Hartmuth,140,männl.
Aldo,140,männl.
Tekin,140,männl.
Othmar,140,männl.
Emma,139,weibl.
Milos,139,männl.
Marietta,139,weibl.
Peter Jürgen,139,männl.
Luciano,139,männl.
Laurence,139,männl.
Arwed,139,männl.
Vivien,138,männl.
Rosa Maria,138,männl.
Klaus Werner,138,männl.
Dunja,138,männl.
Dean,138,männl.
Pablo,137,männl.
Idan,137,männl.
Sean,137,männl.
Jurij,137,männl.
Amin,137,männl.
Mikail,137,männl.
Aynur,137,männl.
Nevzat,137,männl.
Einar,136,männl.
Joachim Hans,136,männl.
Rosario,136,männl.
Frank Dieter,136,männl.
Hamed,136,männl.
Bernhard Josef,136,männl.
Yuriy,136,männl.
Jürgen Michael,135,männl.
Allan,135,männl.
Laurenz,135,männl.
Humayun,135,männl.
Riza,135,männl.
Anatoly,135,männl.
Stuart,135,männl.
Dirk-Oliver,135,männl.
Claus-Jürgen,135,männl.
Martin Peter,135,männl.
Edelgard,135,weibl.
Theodoros,135,männl.
Federico,135,männl.
Masoud,135,männl.
Mostafa,135,männl.
Bin,135,männl.
Horst-Peter,135,männl.
Heinz-Wilhelm,135,männl.
Hamburg,134,männl.
Fredrik,134,männl.
Hervé,134,männl.
Vassilios,134,männl.
Karl-Ernst,134,männl.
Luka,134,männl.
Hermine,134,weibl.
Rajko,134,männl.
Nazim,134,männl.
Henk,134,männl.
Stephane,133,männl.
Edelbert,133,männl.
Sonia,133,männl.
Kenji,133,männl.
János,133,männl.
Gábor,133,männl.
Georg Alexander,132,männl.
Solveig,132,männl.
Fuat,132,männl.
Heinz-Hermann,132,männl.
Johann Christian,132,männl.
Jon,132,männl.
Songül,132,männl.
Gina,132,männl.
Iwona,132,männl.
Soner,132,männl.
Michael Wolfgang,132,männl.
Lilli,132,weibl.
Erdinc,132,männl.
Hiroyuki,131,männl.
Rifat,131,männl.
Sven-Olaf,131,männl.
Folker,131,männl.
Thomas Johannes,131,männl.
Rasmus,131,männl.
Coskun,131,männl.
Gaetano,131,männl.
Hans-Erich,131,männl.
Joshua,131,männl.
Dalibor,131,männl.
Gheorghe,130,männl.
Jens Michael,130,männl.
Frank Gerhard,130,männl.
Geert,130,männl.
Mariana,130,männl.
Tammo,130,männl.
Predrag,130,männl.
Frederick,130,männl.
Nader,130,männl.
Ernst-August,130,männl.
Mikael,130,männl.
Peng,130,männl.
Wibke,130,männl.
Sükrü,130,männl.
Walid,130,männl.
Hussein,130,männl.
Bijan,130,männl.
Bernd-Dieter,130,männl.
Georg Friedrich,129,männl.
Andreas Martin,129,männl.
Torge,129,männl.
Gürkan,129,männl.
Ebru,129,männl.
Fritz-Peter,129,männl.
Birmingham/Großbritannien (Companies House,129,männl.
Ertugrul,129,männl.
Arzu,128,männl.
Turgut,128,männl.
Heinrich Josef,128,männl.
Hans Friedrich,128,männl.
Berend,128,männl.
Petrus,128,männl.
Haluk,128,männl.
Gérard,128,männl.
Dustin,128,männl.
Mirjana,128,männl.
Jan-Dirk,128,männl.
Sigmund,128,männl.
Wolfhard,128,männl.
Craig,127,männl.
Nalan,127,männl.
Stella,127,weibl.
Helma,127,weibl.
Juan Carlos,127,männl.
Svitlana,127,männl.
Derek,127,männl.
Maarten,127,männl.
Ali Reza,127,männl.
Andriy,127,männl.
Marijo,127,männl.
Marlon,127,männl.
Adel,127,männl.
Luisa,127,weibl.
Agron,127,männl.
Gloria,127,männl.
Sergiy,127,männl.
Martijn,126,männl.
Fabrice,126,männl.
Julie,126,männl.
Onno,126,männl.
Tetyana,126,männl.
Clemens Alois,126,männl.
Witold,126,männl.
Melih,126,männl.
Kristof,126,männl.
Idris,126,männl.
Afrim,126,männl.
Bernt,126,männl.
Mateusz,126,männl.
Kaan,126,männl.
Stephan Heinrich,126,männl.
Brüssel / Belgien (Belgisches Unternehmensregister Bce Nr. 829.478.276),126,männl.
Rami,125,männl.
Sven Uwe,125,männl.
Josephine,125,weibl.
Thomas Friedrich,125,männl.
Goetz,125,männl.
Thore,125,männl.
Izzet,125,männl.
Rolf Peter,125,männl.
Aylin,125,männl.
Nedzad,125,männl.
Anni,125,weibl.
Anto,124,männl.
Peter Wilhelm,124,männl.
Henning C,124,männl.
Gülay,124,männl.
Heinz Georg,124,männl.
Hans Günther,124,männl.
Otfried,124,männl.
Gino,123,männl.
Marlen,123,weibl.
Ignacio,123,männl.
Koji,123,männl.
Müslüm,123,männl.
Sam,123,männl.
Valeriy,123,männl.
Balthasar,123,männl.
Ekkehart,123,männl.
Karl Wilhelm,123,männl.
Arash,122,männl.
Jan Willem,122,männl.
Michael Werner,122,männl.
Gerardus,122,männl.
Andreas Christian,122,männl.
Enis,122,männl.
Chen,122,männl.
Hao,122,männl.
Jörgen,122,männl.
Jesko,122,männl.
Karl Michael,122,männl.
Jan-Erik,122,männl.
Vesna,122,männl.
Elzbieta,121,männl.
Arie,121,männl.
Ulrik,121,männl.
Ihsan,121,männl.
Dimitrij,121,männl.
Davut,121,männl.
Rebekka,121,weibl.
Wolfgang Peter,121,männl.
Sylvie,121,männl.
Anna-Lena,121,männl.
Christian Andreas,121,männl.
Peter Georg,121,männl.
Violetta,121,männl.
Ludmila,121,männl.
Remzi,121,männl.
Peter E,121,männl.
Mathilde,120,weibl.
Bent,120,männl.
Dag,120,männl.
Maic,119,männl.
Josif,119,männl.
Janko,119,männl.
Gunar,119,männl.
Elsbeth,119,weibl.
Bernd Peter,119,männl.
Alexa,119,weibl.
Marc-André,119,männl.
Jakub,119,männl.
Thomas Andreas,119,männl.
Franck,119,männl.
Jürgen Dirk,119,männl.
Jannis,119,männl.
Evgenij,119,männl.
Youssef,119,männl.
Valery,119,männl.
Clarissa,119,weibl.
Klaus-Werner,119,männl.
Burckhard,119,männl.
Michael A,119,männl.
Heinz-Otto,119,männl.
Heidemarie Geborene Biss,118,männl.
Markus Alexander,118,männl.
Hermanus Cornelis Maria,118,männl.
Ernest,118,männl.
Nuray,118,männl.
Claus Dieter,118,männl.
Werner Josef,118,männl.
Xenia,118,männl.
Mahir,118,männl.
Folkert,118,männl.
Daniel Alexander,118,männl.
Serpil,118,männl.
Leonie,118,weibl.
Naim,118,männl.
Charalampos,118,männl.
Yong,118,männl.
Mathieu,118,männl.
Sven Oliver,118,männl.
Yue,118,männl.
Michael Georg,118,männl.
Muammer,118,männl.
Eleni,118,männl.
Anna-Madeleine,118,männl.
Akira,117,männl.
Caner,117,männl.
Tahir,117,männl.
Miodrag,117,männl.
Izabela,117,männl.
Karl-Dieter,117,männl.
Hans Otto,117,männl.
Stephan Andreas,117,männl.
Vito,117,männl.
Tjark,117,männl.
Saeed,117,männl.
Alexei,117,männl.
Michael Frank,116,männl.
Zehra,116,männl.
Francisco Javier,116,männl.
Jörg Steffen,116,männl.
Evelyne,116,weibl.
Marcell,116,männl.
Mira,116,männl.
Jozsef,116,männl.
Hinnerk,116,männl.
Antonino,116,männl.
Ming,116,männl.
Dina,116,weibl.
Kristine,116,weibl.
Stjepan,116,männl.
Mihai,116,männl.
Rui,116,männl.
Else,116,weibl.
Lidia,116,weibl.
Jean-Michel,116,männl.
Fatima,115,männl.
Theodorus,115,männl.
Karl-Hans,115,männl.
Giancarlo,115,männl.
Anka,115,weibl.
Ünal,115,männl.
Heinz Wilhelm,115,männl.
Makoto,115,männl.
Sevda,115,männl.
Avni,115,männl.
Rainer Michael,115,männl.
György,115,männl.
Drago,115,männl.
Funda,115,männl.
Maria Magdalena,115,männl.
Peter Werner,114,männl.
Mihail,114,männl.
Yuliya,114,männl.
Undine,114,weibl.
Haiko,114,männl.
Heinz Michael,114,männl.
Aleksej,114,männl.
Markus Johannes,114,männl.
Lea,114,weibl.
Cafer,114,männl.
Klaus-Ulrich,114,männl.
Jörg-Michael,114,männl.
Aykut,114,männl.
Samira,114,männl.
Rolf-Michael,114,männl.
Wolfgang Josef,113,männl.
Jane,113,männl.
Peter Johannes,113,männl.
Svend,113,männl.
Jean-Louis,113,männl.
Sezgin,113,männl.
Dominic Stephen,113,männl.
Peter Andreas,113,männl.
Omid,113,männl.
Yasmin,113,männl.
Tülay,113,männl.
Viacheslav,113,männl.
David John,113,männl.
Hergen,113,männl.
Valerij,113,männl.
Amit,113,männl.
Ali Riza,113,männl.
Miro,113,männl.
Nikita,112,männl.
Fevzi,112,männl.
Lara,112,männl.
Nuran,112,männl.
Jaap,112,männl.
Kamal,112,männl.
Klaus Josef,112,männl.
Peter Krogsgaard,112,männl.
Hafez,112,männl.
Martin C,112,männl.
Nigel,112,männl.
Johannes Wilhelmus,112,männl.
Annedore,112,weibl.
Leszek,111,männl.
Atila,111,männl.
Wieslaw,111,männl.
Karl Ludwig,111,männl.
Heinz-Ulrich,111,männl.
Damien,110,männl.
Wilko,110,männl.
Hans Gerd,110,männl.
Joost,110,männl.
Haci,110,männl.
Sultan,110,männl.
Heinz-Willi,110,männl.
Ioan,110,männl.
Uwe Michael,110,männl.
Melek,110,männl.
Abdulkadir,110,männl.
Derk,110,männl.
Florin,110,männl.
Liselotte,110,weibl.
Milenko,110,männl.
Roderick,110,männl.
Heinz-Jörg,109,männl.
Andreas Peter,109,männl.
Hans Rudolf,109,männl.
Christian Josef,109,männl.
Johann Friedrich,109,männl.
Wioletta,109,männl.
Deborah,109,weibl.
Elvir,109,männl.
Frank Helmut,109,männl.
Anna Katharina,109,männl.
Slavko,109,männl.
Friedrich Georg,109,männl.
Johann Josef,109,männl.
Hans-Dietrich,109,männl.
Jan-Gerd,108,männl.
Ilija,108,männl.
Klaus Friedrich,108,männl.
Gundolf,108,männl.
Yildirim,108,männl.
Daria,108,männl.
Horst Günter,108,männl.
Carl-Heinz,108,männl.
Petra Maria,108,männl.
Hamdi,108,männl.
Zdravko,108,männl.
Tamás,108,männl.
Halit,107,männl.
Eren,107,männl.
Güven,107,männl.
Mevlüt,107,männl.
Klaus-Günter,107,männl.
Hans-Gerhard,107,männl.
Hannah,107,weibl.
Suzanne,107,männl.
Aysel,107,männl.
Esra,107,männl.
Andreas Johannes,107,männl.
Karl Otto,107,männl.
Käthe,107,weibl.
Jasmina,107,männl.
Ender,106,männl.
Adrianus,106,männl.
Suzana,106,männl.
Rick,106,männl.
Klaus Heinrich,106,männl.
Apostolos,106,männl.
Nedeljko,106,männl.
Alejandro,106,männl.
Jan-Henrik,106,männl.
Gennadi,106,männl.
Moshe,106,männl.
Gerlind,106,weibl.
Hans Wolfgang,106,männl.
Johannes Georg,106,männl.
Rosmarie,106,weibl.
Aribert,106,männl.
Joscha,105,männl.
Dorian,105,männl.
Kai-Michael,105,männl.
Habib,105,männl.
Klaus Hermann,105,männl.
Alke,105,männl.
Frank Ludwig,105,männl.
Ran,105,männl.
Jochen Michael,105,männl.
Martin Alexander,105,männl.
Edelfried,105,männl.
Florian A,105,männl.
Renko,104,männl.
Frank-Rainer,104,männl.
Ennio,104,männl.
Evert,104,männl.
Sait,104,männl.
Srdan,104,männl.
Johannes Peter,104,männl.
Toru,104,männl.
Spyridon,104,männl.
Yuan,104,männl.
Heinz Theo,104,männl.
Anil,104,männl.
Reinald,104,männl.
Fadil,104,männl.
Santo,104,männl.
Tihomir,104,männl.
Tamas,104,männl.
Frank-Ulrich,103,männl.
Lars-Erik,103,männl.
Gerhard Josef,103,männl.
Mehmed,103,männl.
Frank Martin,103,männl.
Josef Georg,103,männl.
Amer,103,männl.
Georgia,103,männl.
Hans-Rainer,103,männl.
Naser,103,männl.
Lionel,103,männl.
Heinz Joachim,103,männl.
Sevket,103,männl.
Lars Oliver,103,männl.
Arben,103,männl.
Romana,103,weibl.
Admir,103,männl.
Norbert Josef,102,männl.
Jan-Willem,102,männl.
Jan-Lars,102,männl.
Elizabeth,102,männl.
Muhammad,102,männl.
Natalja,102,männl.
Waltraut,102,weibl.
Vinzenz,102,männl.
Wilhelmus,102,männl.
Laurentius,102,männl.
Ilhami,102,männl.
Steen,102,männl.
Mariola,101,weibl.
Krystyna,101,männl.
Wolfgang Erich,101,männl.
